eval_id,case_type,question,expected_answer,expected_doc_id,expected_chunk_id,expected_url,expected_risk_category
p1eval:212b847536a745320aa2,factual,원주시 공식 문서 '기도폐쇄 - 응급상식 - 건강정보 -보건소'의 '기도폐쇄 처치 흐름도'에서 기도폐쇄 응급상식 건강정보 보건소 처치에 관해 안내하는 핵심 내용은 무엇인가요?,기도폐쇄 - 응급상식 - 건강정보 -보건소 | 기도폐쇄 처치 흐름도 | 목에 이물질이 걸린 환자 발견 목에 이물질이 걸린 것을 물어봄(예 : 목에 뭐가 걸렸나요?) 기침을 유도하여 이물질을 뱉어내게 한다. 말을 할 수 있는지를 물어봄 (예 : 말을 할 수 있나요?) 증상을 확인! 상황에 따라 행동한다. 환자의 뒤에 서서 한쪽 주먹을 쥐고 엄지 부분을 환자의 배꼽과 갈비뼈 사이의 중앙에 대고 다른 손으로 주먹 쥔 손을 감싼다. 복부 밀침(하임라히법)을 이물질이 나올 때까지 시도한다. 이물질이 나오면 환자의 상태에 맞춰 행동한다. 이물질이 나오지 않는 상태로 환자가 의식을 잃고 쓰러지면 즉시 119에 신고한다. 심폐소생술을 시행한다. 입에 이물질이 보이면 제거하고 응급의료인이 올 때까지 계속 심폐소생술을 시행한,p1doc:2439593df3a61d71a523,p1chunk:3c77ff6811937e503e0a,https://www.wonju.go.kr/health/contents.do?key=1689,none
p1eval:3eb29f823e3c50515737,factual,원주시 공식 문서 '기도폐쇄 - 응급상식 - 건강정보 -보건소'의 '1. 환자가 목을 손으로 감싸고 숨을 못 쉬고 힘들어 할 때'에서 자의 상태에 맞춰 행동한다 이물질이에 관해 안내하는 핵심 내용은 무엇인가요?,"자의 상태에 맞춰 행동한다. 이물질이 나오지 않는 상태로 환자가 의식을 잃고 쓰러지면 즉시 119에 신고한다. 심폐소생술을 시행한다. 입에 이물질이 보이면 제거하고 응급의료인이 올 때까지 계속 심폐소생술을 시행한다. 목에 이물질이 걸렸는지를 물어본다. 말을 할 수 없는지를 물어본다.(기도가 이물질로 완전하게 막힌 경우 말을 할 수 가 없음.) 말을 할 수 있다면, 기침을 유도하여 환자 스스로 이물질을 뱉어내도록 한다. 말을 할 수 없는 경우 복부 밀침 (하임리히법 )시행 1세 이상에서 시행 가능(영아는 소아 심페소생술 편 참고)",p1doc:2439593df3a61d71a523,p1chunk:85789728c3bb3adea41d,https://www.wonju.go.kr/health/contents.do?key=1689,none
p1eval:8763bfbde1c82e44ecb5,factual,원주시 공식 문서 '기도폐쇄 - 응급상식 - 건강정보 -보건소'의 '2. 하임리히법 시행'에서 말을 없음 있다면 기침을 유도하여에 관해 안내하는 핵심 내용은 무엇인가요?,"말을 할 수 가 없음.) 말을 할 수 있다면, 기침을 유도하여 환자 스스로 이물질을 뱉어내도록 한다. 말을 할 수 없는 경우 복부 밀침 (하임리히법 )시행 1세 이상에서 시행 가능(영아는 소아 심페소생술 편 참고) 시술자가 환자의 뒤에 서서 주먹을 쥐고 주먹의 엄지 쪽을 배꼽과 갈비뼈 사이의 중앙에 놓는다. 다른 손으로 주먹 쥔 손을 감싼 후 빠르게 후 상방으로 환자의 배를 밀어 올린다. (이때 순간적으로 흉부에 압력이 증가, 이물질을 기도 바깥으로 뱉어낼 수 있다) 환자가 이물질을 뱉어내거나 의식을 잃고 쓰러질 떄까지 반복한다. 의식을 잃고 쓰러지면 바로 119에 신고 후 심폐소생술을 시행한다. 의식을 잃고 쓰러지면 바로 119에 신고 후 심폐소생술을 시행한다.",p1doc:2439593df3a61d71a523,p1chunk:ea3ae9873c4a9325776c,https://www.wonju.go.kr/health/contents.do?key=1689,none
p1eval:bab3e970dbb0225447c5,factual,원주시 공식 문서 '심폐소생술 - 응급상식 - 건강정보 -보건소'의 '심폐소생술'에서 심폐소생술 응급상식 건강정보 보건소 호흡이에 관해 안내하는 핵심 내용은 무엇인가요?,"심폐소생술 - 응급상식 - 건강정보 -보건소 | 심폐소생술 | 호흡이 정지되거나 심장이 멈춘 경우 4-6분 이내에 심폐소생술이 시행되지 않으면 환자의 생존 가능성은 떨어진다. 하지만, 구급차가 환자에게 도착하기까지 적어도 4-5분 이상 소요되므로 현장 일반인들의 심폐소생술 시행 여부가 환자의 생존에 영향을 미치게 된다. 환자의 연령이 9세 이상이거나 체중이 30kg 이상인 경우 아래의 심폐소생술의 단계에 따라 심폐소생술을 시행할 수 있다. 8세 이하의 어린이의 경우에는 소아의 심폐소생술 참고. 신속한 심정지 확인과 신고 신속한 심폐소생술 신속한 제세동 효과적 전문소생술 심정지 후 통합치료 갑자기 쓰러진 심정지 환자는 심정지가 발생하기 직전까지 정상적인 호흡을 하고 있기 때문에, 폐와 혈액 속에 약 5~6분동",p1doc:263279c2658d7610086c,p1chunk:4168c06718c3da75ad90,https://www.wonju.go.kr/health/contents.do?key=1687,none
p1eval:fd30169499757b2d6625,factual,원주시 공식 문서 '심폐소생술 - 응급상식 - 건강정보 -보건소'의 '흉부 압박하기'에서 생술 자동제세동기 도착 사용 심장리듬에 관해 안내하는 핵심 내용은 무엇인가요?,"생술 자동제세동기 도착 자동제세동기 사용 심장리듬 분석 제세동 필요 → 제세동 → 2분간 심폐소생술 제세동 불필요 → 2분간 심폐소생술 제세동 필요 → 제세동 → 2분간 심폐소생술 제세동 불필요 → 2분간 심폐소생술 양쪽 유두 가운데 흉골 지점 중앙에 손바닥을 대고 다른 손을 그 위에 겹쳐 깍지를 끼고 손가락을 가숨에 닿지 않도록 위로 올린다. 팔꿈치를 펴고 환자의 몸과 90˚를 이루게 만든다. 환자의 몸과 수직을 이룬 상태에서 압박 깊이는 최고 5cm, 압박속도는 분당 100회 이상으로 30회 압박을 실시한다.",p1doc:263279c2658d7610086c,p1chunk:a59fa37ae0120476a758,https://www.wonju.go.kr/health/contents.do?key=1687,none
p1eval:600101e248c62c7fc4f8,factual,원주시 공식 문서 '심폐소생술 - 응급상식 - 건강정보 -보건소'의 '1. 의식의 확인'에서 손가락을 가숨에 닿지 않도록 위로에 관해 안내하는 핵심 내용은 무엇인가요?,"손가락을 가숨에 닿지 않도록 위로 올린다. 팔꿈치를 펴고 환자의 몸과 90˚를 이루게 만든다. 환자의 몸과 수직을 이룬 상태에서 압박 깊이는 최고 5cm, 압박속도는 분당 100회 이상으로 30회 압박을 실시한다. 환자에게 접근하기 전에 구조자는 현장이 안전한 상황인지를 확인한다. 구조자는 일단 현장이 안전하다고 판단되면 환자에게 다가가 반응을 확인한다. 반듯이 돌아 눕힌 다음, 양쪽 어깨를 가볍게 잡고 흔들면서 큰소리로 ""괜찮으세요?"" 라고 물어보며 반응을 확인한다. 일반 구조자가 외상환자를 구조할 때에는 꼭 필요한 경우에만 환자를 이동시키도록 한다. (예 : 건물에 화재가 발생한 경우 등 현장이 안전하지 않은 상황)",p1doc:263279c2658d7610086c,p1chunk:c2fe8b4e09a36c88cd4d,https://www.wonju.go.kr/health/contents.do?key=1687,none
p1eval:3e1a01f76ae752e4be18,factual,원주시 공식 문서 '심폐소생술 - 응급상식 - 건강정보 -보건소'의 '2. 응급의료체계에 신고'에서 면서 큰소리로 괜찮으세요 라고 물어보며에 관해 안내하는 핵심 내용은 무엇인가요?,"면서 큰소리로 ""괜찮으세요?"" 라고 물어보며 반응을 확인한다. 일반 구조자가 외상환자를 구조할 때에는 꼭 필요한 경우에만 환자를 이동시키도록 한다. (예 : 건물에 화재가 발생한 경우 등 현장이 안전하지 않은 상황) 의식이 없다는 것이 확인되면 즉시 큰 소리로 주변 사람에게 119 에 신고할 것을 요청하고, 주위에 자동제세동기가 비치되어 있다면 자동제세동기도 함께 요청 주변에 아무도 없는 경우에는 즉시 스스로 119에 신고한다.",p1doc:263279c2658d7610086c,p1chunk:a78789a4b163efc9bad0,https://www.wonju.go.kr/health/contents.do?key=1687,none
p1eval:99658e7f21e8d3e99df0,factual,원주시 공식 문서 '심폐소생술 - 응급상식 - 건강정보 -보건소'의 '3. 흉부 압박점 찾기'에서 의식이 없다는 것이 확인되면 즉시에 관해 안내하는 핵심 내용은 무엇인가요?,"의식이 없다는 것이 확인되면 즉시 큰 소리로 주변 사람에게 119 에 신고할 것을 요청하고, 주위에 자동제세동기가 비치되어 있다면 자동제세동기도 함께 요청 주변에 아무도 없는 경우에는 즉시 스스로 119에 신고한다. 먼저 환자의 양쪽 젖꼭지를 연결한 선의 중앙에 한 손바닥을 올려 놓고 그 위에 다른 손을 겹친다. 손가락이 가슴에 닿지 않도록 주의",p1doc:263279c2658d7610086c,p1chunk:2b66473dbf5323ac1e05,https://www.wonju.go.kr/health/contents.do?key=1687,none
p1eval:34257c42b2369dc958a8,factual,원주시 공식 문서 '심폐소생술 - 응급상식 - 건강정보 -보건소'의 '흉부압박'에서 동제세동기도 함께 요청 주변에 아무도에 관해 안내하는 핵심 내용은 무엇인가요?,"동제세동기도 함께 요청 주변에 아무도 없는 경우에는 즉시 스스로 119에 신고한다. 먼저 환자의 양쪽 젖꼭지를 연결한 선의 중앙에 한 손바닥을 올려 놓고 그 위에 다른 손을 겹친다. 손가락이 가슴에 닿지 않도록 주의 분당 100회의 속도로, 약4-5cm깊이로 압박, 압박과 이완의 시간은 같은 정도로 하고, 각각의 압박 후에는 가슴이 완전히 올라오도록 해야 한다. 압박 시 양팔을 쭉 편 상태에서 체중을 실어서 환자의 몸과 수직이 되게 눌러줘야 한다.",p1doc:263279c2658d7610086c,p1chunk:e8fb7aff0f3355dcd4e4,https://www.wonju.go.kr/health/contents.do?key=1687,none
p1eval:9e23628d9d1224787e31,factual,원주시 공식 문서 '심폐소생술 - 응급상식 - 건강정보 -보건소'의 '4. 인공 호흡'에서 약4 5cm깊이로 압박 압박과 이완의에 관해 안내하는 핵심 내용은 무엇인가요?,"로, 약4-5cm깊이로 압박, 압박과 이완의 시간은 같은 정도로 하고, 각각의 압박 후에는 가슴이 완전히 올라오도록 해야 한다. 압박 시 양팔을 쭉 편 상태에서 체중을 실어서 환자의 몸과 수직이 되게 눌러줘야 한다. 먼저 머리를 젖혔던 손의 엄지와 검지로 환자의 코를 잡아 막는다. 구조자의 입으로 환자의 입을 완전히 덮은 다음 1초 동안 가슴이 충분히 부풀어 오를 정도로 숨을 불어 넣는다. 코를 막았던 손가락을 떼고 환자의 올라갔던 가슴이 다시 내려오는지 확인한다. 한 번 더 시행한다. 첫번째 인공호흡으로 환자의 가슴이 올라오지 않는다면 구조자는 두 번째 인공호흡을 시행하기 전에 기도를 다시 확보. 첫번째 인공호흡으로 환자의 가슴이 올라오지 않는다면 구조자는 두 번째 인공호흡을 시행하기 전에 기도를 다시 확",p1doc:263279c2658d7610086c,p1chunk:ac48e977a2d759c97f8c,https://www.wonju.go.kr/health/contents.do?key=1687,none
p1eval:a536a956f60d552e7359,factual,원주시 공식 문서 '심폐소생술 - 응급상식 - 건강정보 -보건소'의 '5. 흉부 압박과 인공호흡의 반복'에서 흡으로 환자의 가슴이 올라오지 않는다면에 관해 안내하는 핵심 내용은 무엇인가요?,흡으로 환자의 가슴이 올라오지 않는다면 구조자는 두 번째 인공호흡을 시행하기 전에 기도를 다시 확보. 첫번째 인공호흡으로 환자의 가슴이 올라오지 않는다면 구조자는 두 번째 인공호흡을 시행하기 전에 기도를 다시 확보. 30회의 가슴압박과 2회의 인공 호흡를 반복해서 시행한다. 제세동을 적용하고 난 후 바로 심폐소생술 5주기 (30:2) 시행 후 다시 리듬 확인을 반복한다. 심폐소생술을 중지하는 경우 119 구급대가 도착한 경우 환자가 회복되어 움직이는 경우 : 옆으로 눕혀주어서 기도 가 막히는 것을 예방 구조자가 지친경우에는 주변의 다른사람과 교대로 시행 제세동을 적용하고 난 후 바로 심폐소생술 5주기 (30:2) 시행 후 다시 리듬 확인을 반복한다. 심폐소생술을 중지하는 경우 119 구급대가 도착한 경우 환,p1doc:263279c2658d7610086c,p1chunk:d77623a81ca12c8b92e7,https://www.wonju.go.kr/health/contents.do?key=1687,none
p1eval:6ac8cb183e85c9873951,factual,원주시 공식 문서 '마약류 소개 - 약 바로알기 - 건강정보 -보건소'의 '마약류 소개 - 약 바로알기 - 건강정보 -보건소'에서 마약류 소개 바로알기 건강정보 보건소에 관해 안내하는 핵심 내용은 무엇인가요?,"마약류 소개 - 약 바로알기 - 건강정보 -보건소 | 마약류 소개 - 약 바로알기 - 건강정보 -보건소 | 마약이란 모르핀, 코카인, 아편 등과 그 유도체로서 미량으로 강력한 진통작용과 마취작용을 지니며 계속 사용하면 습관성과 탐닉성이 생기게 하는 물질로써 사용을 중단하면 격렬한 금단증세를 일으켜 마약을 사용하지 않고는 정상적인 생활을 할 수 없게 되며, 종국에 가서는 육체적으로나 정신적으로 폐인이 되게 하는 물질이다. 이런 물질이 의료 및 연구 이외에 목적에 남용되는 위험을 방지하기 위하여 정한 법률상 용어가 마약이다.",p1doc:28f862e46fe97c55959a,p1chunk:58800844e062fb6e2491,https://www.wonju.go.kr/health/contents.do?key=1672,none
p1eval:ec8b396a1cf47b172437,factual,원주시 공식 문서 '마약류 소개 - 약 바로알기 - 건강정보 -보건소'의 '세계보건기구에 따르면 마약류는'에서 않고는 정상적인 생활을 없게 되며에 관해 안내하는 핵심 내용은 무엇인가요?,"지 않고는 정상적인 생활을 할 수 없게 되며, 종국에 가서는 육체적으로나 정신적으로 폐인이 되게 하는 물질이다. 이런 물질이 의료 및 연구 이외에 목적에 남용되는 위험을 방지하기 위하여 정한 법률상 용어가 마약이다. 약물사용에 대한 욕구가 강제적일 정도로 강하고 사용약물의 양이 증가하는 경향이 있으며 금단현상등이 나타나고 개인에 한정되지 아니하고 사회에도 해를 끼치는 약물로 정의되어 있음 걱정마시고 상담 받아보시길 바랍니다. 문제에 대한 심도 있고 전문적인 상담을 통해 구체적인 해결로서 몸과 마음에 더 큰 상처를 입기 전에 바로 지금 도움을 청하세요 !",p1doc:28f862e46fe97c55959a,p1chunk:04a1a762309160f8805d,https://www.wonju.go.kr/health/contents.do?key=1672,none
p1eval:21095c2e4cb7271b82a5,factual,원주시 공식 문서 '마약류 소개 - 약 바로알기 - 건강정보 -보건소'의 '마약류 및 약물남용 예방 상담소'에서 하고 사회에도 해를 끼치는 약물로에 관해 안내하는 핵심 내용은 무엇인가요?,하고 사회에도 해를 끼치는 약물로 정의되어 있음 걱정마시고 상담 받아보시길 바랍니다. 문제에 대한 심도 있고 전문적인 상담을 통해 구체적인 해결로서 몸과 마음에 더 큰 상처를 입기 전에 바로 지금 도움을 청하세요 ! 중앙본부 02-2679-0436 서울지부 080-022-5115 부산지부 080-522-5115 인천지부 080-031-5115 광주·전남지부 080-767-5115 대전지부 080-202-5115 경북지부 053-742-5165 경남지부 055-287-9993 전북지부 080-232-5112 강원지부 033-251-6115 경기지부 080-257-5115 대구지부 053-764-1207 충남지부 041-572-2345 인터넷홈페이지 : www.drugfree.or.kr 대표 e-mail : d,p1doc:28f862e46fe97c55959a,p1chunk:32ac19f42176731ab318,https://www.wonju.go.kr/health/contents.do?key=1672,none
p1eval:0c24b564f540f0e76ffe,factual,원주시 공식 문서 '찾아오시는 길 - 보건소 안내 -보건소'의 '찾아오시는 길 - 보건소 안내 -보건소'에서 찾아오시는 보건소 주소 원일로 139에 관해 안내하는 핵심 내용은 무엇인가요?,찾아오시는 길 - 보건소 안내 -보건소 | 찾아오시는 길 - 보건소 안내 -보건소 | 주소 : 원주시 원일로 139(26417),p1doc:2c0b3ce5773680e2d981,p1chunk:fb6a71f4aecf7fc70839,https://www.wonju.go.kr/health/contents.do?key=1624,none
p1eval:00e6ff8b9a7e8fa85b9f,factual,원주시 공식 문서 '어린이 예방접종 - 예방접종 - 보건 -보건소'의 '어린이 무료 예방접종 / (★전화문의 후 방문 바람)'에서 어린이 예방접종 보건 보건소 무료에 관해 안내하는 핵심 내용은 무엇인가요?,"어린이 예방접종 - 예방접종 - 보건 -보건소 | 어린이 무료 예방접종 / (★전화문의 후 방문 바람) | 어린이 무료 예방접종-백신명, 접종시기 정보 제공. 백신명 접종시기 백신명 접종시기 BCG 생후4주이내 신생아 매주 수요일 오전 9시~11시 운영(예약X) 보건소 외 위탁의료기관 3개소 (연규홍소아청소년과, 오은경소아청소년과, 21세기소아청소년과의원) 접종 가능(피내용BCG) B형간염 0,1,6개월 DTap 2,4,6개월, 15~18개월, 4~6세 Td 11~12세(백일해 금기자) Tdap 11~12세 Hib(b형헤모필루스인플루엔자) 2,4,6개월, 12~15개월 수두 12개월 MMR 12~15개월, 4~6세 DTap-IPV(4가혼합백신) 2,4,6개월, 4~6세 (위탁의료기관 방문) 일본뇌염 사백신 ",p1doc:2ce6b108370bcde1fa92,p1chunk:af9aed7002ebc1483179,https://www.wonju.go.kr/health/contents.do?key=1648,none
p1eval:d8661e835167ac113180,factual,원주시 공식 문서 '어린이 예방접종 - 예방접종 - 보건 -보건소'의 '어린이 무료 예방접종 / (★전화문의 후 방문 바람)'에서 료기관 방문 보건소 어린이 예방접종시간에 관해 안내하는 핵심 내용은 무엇인가요?,"료기관 방문) 보건소 어린이 예방접종시간 : 평일 오전 9시~11시30분, 오후 1시~3시 피내용 BCG 무료접종 의료기관 : 연규홍소아청소년과의원, 오은경소아청소년과의원, 21세기소아청소년과의원(전화문의 후 방문) 어린이 예방접종 - 예방접종 - 보건 -보건소 | 어린이 무료 예방접종 / (★전화문의 후 방문 바람) | 필수 예방접종은 전국 지정의료기관 이용시 전액 무료 (지정의료기관은 예방접종 도우미 사이트에서 확인 http://nip.cdc.go.kr ) 참여백신은 해당 의료기관에 문의하거나 예방접종 도우미 사이트에서 확인 http://nip.cdc.go.kr",p1doc:2ce6b108370bcde1fa92,p1chunk:8042823892e0f77dc1b7,https://www.wonju.go.kr/health/contents.do?key=1648,none
p1eval:cea59cbfc08587d395d0,factual,원주시 공식 문서 '어린이 예방접종 - 예방접종 - 보건 -보건소'의 '어린이 국가예방접종 위탁의료기관'에서 이용시 전액 무료 지정의료기관은 예방접종에 관해 안내하는 핵심 내용은 무엇인가요?,"이용시 전액 무료 (지정의료기관은 예방접종 도우미 사이트에서 확인 http://nip.cdc.go.kr ) 참여백신은 해당 의료기관에 문의하거나 예방접종 도우미 사이트에서 확인 http://nip.cdc.go.kr 국가예방접종 위탁의료기관-번호, 의료기관명, 전화번호, 의료기관 주소 정보를 제공 1 21세기소아청소년과의원 033-745-0815 강원특별자치도 원주시 봉화로 27(단계동) 2 강원의료복지사회적협동조합밝음의원 033-744-7571 강원특별자치도 원주시 중앙로 85, (중앙동) 4층 3 강원특별자치도원주의료원 033-760-4500 강원특별자치도 원주시 서원대로 387- , (개운동) 4 강훈소아청소년과의원 033-744-7579 강원특별자치도 원주시 입춘로 110, (반곡동, 파라다이스프라자 ",p1doc:2ce6b108370bcde1fa92,p1chunk:3502c49fd299b7a251ec,https://www.wonju.go.kr/health/contents.do?key=1648,none
p1eval:6f3f213962281a1ee30e,factual,원주시 공식 문서 '어린이 예방접종 - 예방접종 - 보건 -보건소'의 '어린이 국가예방접종 위탁의료기관'에서 33 744 4901 강원특별자치도 모란1길에 관해 안내하는 핵심 내용은 무엇인가요?,"33-744-4901 강원특별자치도 원주시 모란1길 70, (우산동, 수정프라자) 203층 12 드림365소아청소년과의원 033-734-3650 강원특별자치도 원주시 지정면 신지정로 322, 탑프라자 402,403호 어린이 예방접종 - 예방접종 - 보건 -보건소 | 어린이 국가예방접종 위탁의료기관 | 13 매일진료365의원 033-733-2426 강원특별자치도 원주시 능라동길 65, (무실동)휴먼타워 1,3층 14 명성메디칼의원 033-731-3651 강원특별자치도 원주시 현충로 11, (태장동) 2,3층 15 미래산부인과의원 033-766-8008 강원특별자치도 원주시 단구로 183, (명륜동) 16 미즈산부인과의원 033-733-6100 강원특별자치도 원주시 이화6길 1, (단계동) 17 민영의원 033",p1doc:2ce6b108370bcde1fa92,p1chunk:8804150c3d890c58c357,https://www.wonju.go.kr/health/contents.do?key=1648,none
p1eval:f26bf3f45fed860db6ed,factual,원주시 공식 문서 '어린이 예방접종 - 예방접종 - 보건 -보건소'의 '어린이 국가예방접종 위탁의료기관'에서 4층 23 숲이비인후과의원 033 900에 관해 안내하는 핵심 내용은 무엇인가요?,",2,3,4층 23 숲이비인후과의원 033-900-1016 강원특별자치도 원주시 서원대로 170, (단계동) 재영빌딩 3, 5층 24 신림연세의원 033-763-3600 강원특별자치도 원주시 신림면 치악로 9, 2층 어린이 예방접종 - 예방접종 - 보건 -보건소 | 어린이 국가예방접종 위탁의료기관 | 25 아이튼튼소아청소년과의원 033-761-7585 강원특별자치도 원주시 서원대로 406, (단구동) 5층 504,505호 26 엄마맘소아청소년과의원 033-742-1119 강원특별자치도 원주시 양지로 4, (반곡동, 더조은메디컬빌딩) 2층 202호 27 연규홍소아청소년과의원 033-746-9005 강원특별자치도 원주시 남원로534번길 26, (단구동, 중앙빌딩) 3층 28 연세 혁신내과의원 033-747-42",p1doc:2ce6b108370bcde1fa92,p1chunk:03cc35edd4fb16e2af49,https://www.wonju.go.kr/health/contents.do?key=1648,none
p1eval:718d3e107bad6c57f8bc,factual,원주시 공식 문서 '어린이 예방접종 - 예방접종 - 보건 -보건소'의 '어린이 국가예방접종 위탁의료기관'에서 무실동 34 연세메디하임병원 033 740에 관해 안내하는 핵심 내용은 무엇인가요?,"(무실동) 34 연세메디하임병원 033-740-8834 강원특별자치도 원주시 문막읍 원문로 1419-0, 연세메디하임병원 35 연세봄산부인과의원 033-745-5600 강원특별자치도 원주시 시청로 98, (무실동) 어린이 예방접종 - 예방접종 - 보건 -보건소 | 어린이 국가예방접종 위탁의료기관 | 36 연세봄이비인후과의원 033-747-2537 강원특별자치도 원주시 영랑길 2, (행구동) 301호 37 연세순풍산부인과의원 033-745-0199 강원특별자치도 원주시 장미공원길 43-6, (단계동) 38 연세열린내과의원 033-733-1346 강원특별자치도 원주시 백간길 25, (단계동) 2층 39 연세이명규내과의원 033-761-6451 강원특별자치도 원주시 치악로 1791, (개운동) 3층 40 연세장상",p1doc:2ce6b108370bcde1fa92,p1chunk:02bf11334849150f862b,https://www.wonju.go.kr/health/contents.do?key=1648,none
p1eval:bd19afbeeb24c4b7cfaf,factual,원주시 공식 문서 '어린이 예방접종 - 예방접종 - 보건 -보건소'의 '어린이 국가예방접종 위탁의료기관'에서 2층 46 우리들소아청소년과의원 033 747에 관해 안내하는 핵심 내용은 무엇인가요?,"2층 46 우리들소아청소년과의원 033-747-0202 강원특별자치도 원주시 감영길 11, (일산동) 47 우리산부인과의원 033-900-5959 강원특별자치도 원주시 영랑길 14-2, (행구동) 청연재빌딩 6,7층 어린이 예방접종 - 예방접종 - 보건 -보건소 | 어린이 국가예방접종 위탁의료기관 | 48 우리아이소아청소년과의원 033-761-2755 강원특별자치도 원주시 단구로 388, (단구동) 2층 49 원주연세의원 033-766-7881 강원특별자치도 원주시 흥업면 남원로 57, 2층 50 의료법인삼산의료재단 삼산병원 033-749-9999 강원특별자치도 원주시 혁신로 5-0, (반곡동,세인트병원) 1동 51 이건내과의원 033-747-8275 강원특별자치도 원주시 시청로 84, (무실동, 애드피아상",p1doc:2ce6b108370bcde1fa92,p1chunk:29c45d7e0c1f1e55a178,https://www.wonju.go.kr/health/contents.do?key=1648,none
p1eval:94754e004c42150eadb6,factual,원주시 공식 문서 '어린이 예방접종 - 예방접종 - 보건 -보건소'의 '어린이 국가예방접종 위탁의료기관'에서 58 지성정형외과의원 033 734 0707에 관해 안내하는 핵심 내용은 무엇인가요?,"58 지성정형외과의원 033-734-0707 강원특별자치도 원주시 문막읍 구암길 9, 스카이블루1 빌딩 1~4층 59 최원규소아청소년과의원 033-734-9595 강원특별자치도 원주시 원일로115번길 5, (일산동) 어린이 예방접종 - 예방접종 - 보건 -보건소 | 어린이 국가예방접종 위탁의료기관 | 60 키다리소아청소년과의원 033-743-8080 강원특별자치도 원주시 지정면 신지정로 316-1, 302,303호 61 키즈메디소아청소년과의원 033-742-0707 강원특별자치도 원주시 능라동길 61, (무실동) 62 탑정형외과의원 033-75-7501 강원특별자치도 원주시 봉화로 31, (단계동) 시재메디타워 63 태장고려의원 033-748-7570 강원특별자치도 원주시 치악로 2031, (태장동) 64 ",p1doc:2ce6b108370bcde1fa92,p1chunk:14fcb77e8740bdebc85c,https://www.wonju.go.kr/health/contents.do?key=1648,none
p1eval:7d7bb8978932cd7d86ba,factual,원주시 공식 문서 '어린이 예방접종 - 예방접종 - 보건 -보건소'의 '어린이 국가예방접종 위탁의료기관'에서 2층 3층 70 화인가정의원 033에 관해 안내하는 핵심 내용은 무엇인가요?,") 2층,3층 70 화인가정의원 033-735-1111 강원특별자치도 원주시 지정면 신지정로 322-1, 303,304호 71 효성신경외과의원 033-761-7582 강원특별자치도 원주시 서원대로 509, (단구동) 어린이 예방접종 - 예방접종 - 보건 -보건소 | 어린이 국가예방접종 위탁의료기관 | 72 흥업성모의원 033-765-2275 강원특별자치도 원주시 흥업면 남원로 76 흥업성모의원 73 희망찬여성의원 033-733-2888 강원특별자치도 원주시 혁신로 39-1, (반곡동) 3, 4층",p1doc:2ce6b108370bcde1fa92,p1chunk:b9706e07889bb2f93143,https://www.wonju.go.kr/health/contents.do?key=1648,none
p1eval:95df9a6c1d3968b02635,factual,원주시 공식 문서 '신체활동사업 - 건강증진 - 보건 -보건소'의 '2026년 걷기 지도자(2급) 과정 상반기·하반기 운영'에서 신체활동사업 건강증진 보건 보건소 2026년에 관해 안내하는 핵심 내용은 무엇인가요?,"신체활동사업 - 건강증진 - 보건 -보건소 | 2026년 걷기 지도자(2급) 과정 상반기·하반기 운영 | 기간 : 5월, 9월 중(주말 2일 과정) 시간 : 09:00 ~ 18:00(8시간*2) 장소 원주시청 지하1층 다목적홀 (이론교육) 치악체육관/원주 굽이 길 코스 (실기교육) 원주시청 지하1층 다목적홀 (이론교육) 치악체육관/원주 굽이 길 코스 (실기교육) 인원 : 50명(만 19세이상) 내용 : 걷기운동의 이론과 실제, 자세 교정 및 실습 등",p1doc:2e8cf3dceaf8f6e0f364,p1chunk:25e285be37a93fd3153e,https://www.wonju.go.kr/health/contents.do?key=1706,none
p1eval:54c5acd2092b50d47d78,factual,원주시 공식 문서 '신체활동사업 - 건강증진 - 보건 -보건소'의 '원주시보건소와 함께하는 건강 걷기 챌린지'에서 치악체육관 원주 굽이 코스 실기교육에 관해 안내하는 핵심 내용은 무엇인가요?,"치악체육관/원주 굽이 길 코스 (실기교육) 원주시청 지하1층 다목적홀 (이론교육) 치악체육관/원주 굽이 길 코스 (실기교육) 인원 : 50명(만 19세이상) 내용 : 걷기운동의 이론과 실제, 자세 교정 및 실습 등 기간 : 2026. 1. ~ 12. 매월 1일 시작~ 대상 : 워크온에 가입한 원주시민 누구나(타지역민 참여불가) 내용 : 매월 진행되는 미션 챌린지",p1doc:2e8cf3dceaf8f6e0f364,p1chunk:79aab1c9d120e84e1970,https://www.wonju.go.kr/health/contents.do?key=1706,none
p1eval:d776147b4e27bfa6e034,factual,원주시 공식 문서 '신체활동사업 - 건강증진 - 보건 -보건소'의 '지역주민 신체활동 프로그램'에서 세이상 걷기운동의 이론과 실제 자세에 관해 안내하는 핵심 내용은 무엇인가요?,"세이상) 내용 : 걷기운동의 이론과 실제, 자세 교정 및 실습 등 기간 : 2026. 1. ~ 12. 매월 1일 시작~ 대상 : 워크온에 가입한 원주시민 누구나(타지역민 참여불가) 내용 : 매월 진행되는 미션 챌린지 시기 : 연중 장소 : 해당교육 강당 내용 운동지도를 통한 건강관리 운동 전·후 비교 분석 상담(체성분) 교육 관련 홍보 리플릿 및 홍보를 증정 운동지도를 통한 건강관리 운동 전·후 비교 분석 상담(체성분) 교육 관련 홍보 리플릿 및 홍보를 증정",p1doc:2e8cf3dceaf8f6e0f364,p1chunk:7f076082137bfc626fb8,https://www.wonju.go.kr/health/contents.do?key=1706,none
